clips	text	text_process	pictos	tokens
cefc-cfpb-1000-5-1656	ah on n'a pas cette euh filière alors là	ah on n'a pas cette euh filière alors là	[31672, 32761, 5526, 8476, 32292, 5375]	nous avoir non le filière là
cefc-cfpb-1000-5-604	et c'est eux qui gèrent euh cette fête	et c'est eux qui gèrent euh cette fête	[11399, 7095, 36480, 7033, 11351, 8994, 8476, 16649]	et celui-là être eux que guider le fête
cefc-cfpb-1000-5-463	mais ça fait seulement peu d'années que ça arrêté	mais ça fait seulement peu d'années que ça arrêté	[11377, 9839, 6906, 6190, 5546, 7074, 6903, 11351, 6906, 27393]	alors_que passé celle-là faire peu de année que celle-là arrêter
cefc-cfpb-1000-5-1411	et puis il y a il y a des des paroles qui partent	et puis il y a il y a des des paroles qui partent	[9001, 5374, 36261, 11351, 2432]	il_y_a plusieurs logopède que partir
cefc-cfpb-1000-5-258	voilà quand je sais quand je sais y aller	voilà quand je sais quand je sais y aller	[32874, 6632, 16885, 32874, 6632, 16885, 8142, 3417]	quand me savoir quand me savoir aller !
cefc-cfpb-1000-5-263	cette semaine la semaine prochaine j'ai re déménagement	cette semaine la semaine prochaine j'ai re déménagement	[8476, 37732, 8476, 37732, 9829, 9839, 6632, 3040, 38822]	le semaine le semaine prochain passé me r déménagement
cefc-cfpb-1000-5-1351	elle était moins présente avant ouais	elle était moins présente avant oui	[9839, 7028, 36480, 5512, 9848, 32745, 5584]	passé elle être minimum courant avant oui
cefc-cfpb-1000-5-1610	et il était quoi quatre heures et demi	et il était quoi quatre heures et demi	[11399, 6480, 36480, 22620, 29488, 19570]	et il être quoi 16:00 à_demi_
cefc-cfpb-1000-5-662	ça réactive le feu	ça réactive le feu	[6906, 8476, 4654]	celle-là le feu
cefc-cfpb-1000-5-884	et j'ai les africains qui viennent euh	et j'ai les africains qui viennent euh	[11399, 6632, 32761, 8477, 6011, 11351, 32669]	et me avoir les africain que venir
cefc-cfpb-1000-5-586	depuis qu'il y a eu la la la guerre entre les louvanistes et les bruxellois	depuis qu'il y a eu la la la guerre entre les louvanistes et les bruxellois	[7077, 11351, 9001, 8476, 12256, 6491, 8477, 37544, 11399, 8477, 2704]	depuis que il_y_a le guerre entrer les groupe_parlementaire et les ville
cefc-cfpb-1000-5-1353	et tu penses que ce sera encore pire	et tu penses que ce sera encore pire	[11399, 9829, 6625, 38796, 11351, 7095, 36480, 37163, 34639]	et prochain toi penser que celui-là être une_autre_fois pas_bien
cefc-cfpb-1000-5-261	euh j'ai eu un déménagement	euh j'ai eu un déménagement	[9839, 6632, 32761, 2627, 38822]	passé me avoir un déménagement
cefc-cfpb-1000-5-1791_2	alors u	alors u	[]	None
cefc-cfpb-1000-5-324_2	tu as pas un quartier favori	tu as pas un quartier favori	[6625, 32761, 5526, 2627, 25849, 30012]	toi avoir non un quartier favori
cefc-cfpb-1000-5-218	a comment s'est renseigné	a comment s'est renseigné	[7041, 22619, 9899]	à comment information
cefc-cfpb-1000-5-58	ta situation familiale	ta situation familiale	[12281, 37998, 2392]	ton forme familial
cefc-cfpb-1000-5-1690	détecteur euh	détecteur euh	[]	None
cefc-cfpb-1000-5-906	ouais en fait au t la pre la première ils m'ont interviewé j'explique l'histoire de la bouteille de champagne	oui en fait au t la pre la première ils m'ont interviewé j'explique l'histoire de la bouteille de champagne	[5584, 11709, 12333, 8476, 4726, 9839, 7032, 6632, 24628, 6632, 16705, 8476, 32634, 7074, 8476, 2288, 7074, 3009]	oui au association_à_but_non_lucratif le premier passé ils me interviewer me expliquer le histoire de le bouteille de champagne
cefc-cfpb-1000-5-88_1	ton numéro de téléphone	ton numéro de téléphone	[12281, 38573]	ton numéro_de_téléphone
cefc-cfpb-1000-5-335	ben mon quartier c'est c'est la rue du marais	ben mon quartier c'est c'est la rue du marais	[12264, 25849, 7095, 36480, 7095, 36480, 8476, 2299, 7074, 26290]	mon quartier celui-là être celui-là être le rue de marais
cefc-cfpb-1000-5-677	et euh ce batiment forcément a changé	et euh ce batiment forcément a changé	[11399, 7095, 5989, 37360]	et celui-là bâtiment changer
cefc-cfpb-1000-5-1018	alors tous les deux ans les étudiants changent si tu n'es pas	alors tous les deux ans les étudiants changent si tu n'es pas	[5596, 5367, 6903, 8477, 6042, 37360, 28359, 6625, 36480, 5526]	tout à_côté_de année les élève changer si toi être non
cefc-cfpb-1000-5-1634	donc vous pouvez réussir grâce aux délibés	donc vous pouvez réussir grâce aux délibés	[7304, 35949, 29635, 8128, 8477, 37779]	vous pouvoir réussir merci les quelqu'un
cefc-cfpb-1000-5-735	je veux dire que la machine avant euh je veux dire avant de la vider parfois	je veux dire que la machine avant euh je veux dire avant de la vider parfois	[5441, 9693, 11351, 8476, 25652, 32745, 5441, 9693, 32745, 7074, 8476, 15487, 27564]	vouloir dire que le appareil avant vouloir dire avant de le vider épisodiquement
cefc-cfpb-1000-5-970	donc ça pas encore commencé hein je suis occupé à regarder avec les les câbles	donc ça pas encore commencé hein je suis occupé à regarder avec les les câbles	[9839, 6906, 5526, 37163, 5431, 6632, 36480, 16087, 7041, 6564, 7064, 8477, 6948]	passé celle-là non une_autre_fois commencer me être emploi à voir avec les câble
cefc-cfpb-1000-5-937	et puis elle me dit vous allez recevoir une bouteille de champagne	et puis elle me dit vous allez recevoir une bouteille de champagne	[9829, 7028, 6632, 9693, 7304, 17044, 8474, 2288, 7074, 3009]	prochain elle me dire vous accepter une bouteille de champagne
cefc-cfpb-1000-5-1393	avant parce que pour tu as des gens qui sont debout et qui devraient pas l'être	avant parce que pour tu as des gens qui sont debout et qui devraient pas l'être	[32745, 11348, 7194, 6625, 32761, 5374, 38444, 11351, 13370, 11399, 11351, 15523, 5526, 8476, 36480]	avant parce_que pour toi avoir plusieurs gens que être_debout et que devoir non le être
cefc-cfpb-1000-5-1032	d'ailleurs la secrétaire du recteur en fermant les portes elle m'a appelé elle me dit	d'ailleurs la secrétaire du recteur en fermant les portes elle m'a appelé elle me dit	[8476, 34784, 7074, 24234, 11709, 2697, 8477, 3244, 9839, 7028, 6632, 6552, 7028, 6632, 9693]	le secrétaire de pape au fermer les porte passé elle me crier elle me dire
cefc-cfpb-1000-5-1131	et puis alors à la tv il dit	et puis alors à la tv il dit	[7041, 8476, 25498, 6480, 9693]	à le télévision il dire
cefc-cfpb-1000-5-269	mh et pour aller à la mer tu utilises quoi plus les transports en commun	mh et pour aller à la mer tu utilises quoi plus les transports en commun	[11399, 7194, 8142, 7041, 8476, 2925, 6625, 15485, 22620, 5508, 8477, 10351, 26817]	et pour aller à le mer toi utiliser quoi plus_ les transports converger
cefc-cfpb-1000-5-157	beure ça c'est la commune et besançon c'est la ville	beure ça c'est la commune et besançon c'est la ville	[37779, 6906, 7095, 36480, 8476, 38586, 11399, 2704, 7095, 36480, 8476, 2704]	quelqu'un celle-là celui-là être le village et ville celui-là être le ville
cefc-cfpb-1000-5-519	ça ce sont des gens	ça ce sont des gens	[6906, 7095, 36480, 5374, 38444]	celle-là celui-là être plusieurs gens
cefc-cfpb-1000-5-151	c'est pas grave	c'est pas grave	[7095, 36480, 5526, 36449]	celui-là être non grave
cefc-cfpb-1000-5-1042	elle m'a dit elle m'a dit ça	elle m'a dit elle m'a dit ça	[9839, 7028, 6632, 9693, 7028, 6632, 9693, 6906]	passé elle me dire elle me dire celle-là
cefc-cfpb-1000-5-89	et ton adresse mail je la recopirai ça	et ton adresse mail je la recopirai ça	[11399, 12281, 27355, 9839, 6632, 8476, 24742, 6906]	et ton adresse_mail passé me le trouver celle-là
cefc-cfpb-1000-5-894	euh vous avez servi la messe de mariage de mes parents ils ont vingt-six ans de mariage aujourd'hui	euh vous avez servi la messe de mariage de mes parents ils ont vingt-six ans de mariage aujourd'hui	[9839, 7304, 7247, 8476, 30913, 7074, 8256, 7074, 12266, 35062, 7032, 32761, 29290, 6903, 7074, 8256, 38276]	passé vous servir le messe de jeunes_mariés de mes parents ils avoir 26 année de jeunes_mariés aujourd'hui
cefc-cfpb-1000-5-120	euh alors ton papa en quelle année il est né	euh alors ton papa en quelle année il est né	[12281, 31146, 11709, 22624, 6903, 9839, 6480, 37980]	ton papa au quelle année passé il naître
cefc-cfpb-1000-5-345	mais mais mais mais bon c'est c'est là que je m'identifie vu que je s le problème	mais mais mais mais bon c'est c'est là que je m'identifie vu que je s le problème	[11377, 7095, 36480, 9839, 7095, 36480, 5375, 11351, 6632, 11348, 6632, 8476, 37779]	alors_que celui-là être passé celui-là être là que me parce_que me le quelqu'un
cefc-cfpb-1000-5-619	et et et forcément c tu as entre guillemets des quartiers d'immigrés	et et et forcément c tu as entre guillemets des quartiers d'immigrés	[11399, 6625, 32761, 5374, 6241, 7074, 25644]	et toi avoir plusieurs entourages de immigrer
cefc-cfpb-1000-5-1647	puis alors il y a tout le monde qui regarde forcément quand tu ouvres la porte	puis alors il y a tout le monde qui regarde forcément quand tu ouvres la porte	[9001, 36081, 11351, 6564, 32874, 6625, 24598]	il_y_a tout_le_monde que voir quand toi ouvrir_la_porte
cefc-cfpb-1000-5-1626	est-ce que vous pouvez me dire la le dernier cours de droit de de ph de phi de t	est-ce que vous pouvez me dire la le dernier cours de droit de de ph de phi de t	[3418, 7304, 35949, 6632, 9693, 8476, 4765, 23404, 7074, 8612, 7074, 37779, 7074, 37779, 7074]	est-ce_que vous pouvoir me dire le dernier cours de juriste de quelqu'un de quelqu'un de
cefc-cfpb-1000-5-288	et euh il y a d'autres espaces verts à bruxelles où tu vas	et euh il y a d'autres espaces verts à bruxelles où tu vas	[11399, 9001, 7074, 17056, 32176, 4886, 7041, 23769, 7764, 6625, 8142]	et il_y_a de autres équipe_de_travail verts à bruxelles où toi aller
cefc-cfpb-1000-5-610	et alors on va le présenter dans les communes de bruxelles évidemment en ayant un bon verre de bière à la main	et alors on va le présenter dans les communes de bruxelles évidemment en ayant un bon verre de bière à la main	[11399, 31672, 8142, 8476, 16823, 7034, 8477, 38586, 7074, 23769, 11709, 32761, 2627, 34641, 2330, 7041, 8476, 2928]	et nous aller le montrer dans les village de bruxelles au avoir un exact bière à le main
cefc-cfpb-1000-5-110	je suis rentré à saint-louis septante-huit	je suis rentré à saint-louis septante-huit	[9839, 6632, 29714, 7041, 2704, 29388, 4896]	passé me rentrer_à_la_maison à ville 70 8
cefc-cfpb-1000-5-1224	et tu mets de la viande hachée	et tu mets de la viande hachée	[11399, 6625, 6989, 7074, 8476, 35635]	et toi mettre de le hachis
cefc-cfpb-1000-5-449	donc ça date de m dix-huit-cent vin euh cinquante-huit	donc ça date de m dix-huit-cent vin euh cinquante-huit	[6906, 27411, 7074, 29342, 29360]	celle-là dater de 50 58
cefc-cfpb-1000-5-1366	mm ouais	mm oui	[5584]	oui
cefc-cfpb-1000-5-74	attends septante-et-un septante-et-un	attends septante-et-un septante-et-un	[28677]	attendre
cefc-cfpb-1000-5-333	comment tu définis les limites de ton	comment tu définis les limites de ton	[22619, 6625, 36480, 8477, 38020, 7074, 12281]	comment toi être les restriction de ton
cefc-cfpb-1000-5-551	en bruxellaire ouais le bruxellaire	en bruxellaire oui le bruxellaire	[11709, 5584, 8476]	au oui le
cefc-cfpb-1000-5-266	puis la semaine sainte et puis après après on envisagera de partir à la mer un jour	puis la semaine sainte et puis après après on envisagera de partir à la mer un jour	[8476, 32538, 32749, 9829, 31672, 12349, 7074, 2432, 7041, 8476, 2925, 2627, 37371]	le semaine_de_pâques après prochain nous considérer de partir à le mer un jour
cefc-cfpb-1000-5-1689	quand il y a marqué incen enfin euh	quand il y a marqué incen enfin euh	[32874, 25087, 2704]	quand marquer ville
cefc-cfpb-1000-5-9	ah c'est pas grave	ah c'est pas grave	[7095, 36480, 5526, 36449]	celui-là être non grave
cefc-cfpb-1000-5-489	mais je sais pas si toi tu te considères comme un vrai bruxellois	mais je sais pas si toi tu te considères comme un vrai bruxellois	[11377, 5526, 28359, 6625, 12349, 12313, 2627, 5584, 2704]	alors_que non si toi considérer comme un oui ville
cefc-cfpb-1000-5-1046	c'est p moi j ma personne	c'est p moi j ma personne	[7095, 36480, 6632, 12264, 34560]	celui-là être me mon personne
cefc-cfpb-1000-5-368	forcément l le le la rue du marais n'est pas plus la même	forcément l le le la rue du marais n'est pas plus la même	[8476, 2299, 7074, 26290, 36480, 5526, 5508, 8476, 4667]	le rue de marais être non plus_ le même
cefc-cfpb-1000-5-1369	on va augmenter les trains entre euh	on va augmenter les trains entre euh	[9829, 31672, 19572, 8477, 2603, 6491]	prochain nous augmenter les trains entrer
cefc-cfpb-1000-5-1646	bien parfois ça m'arrive de rentrer dans la salle d'examen quand il y a examen	bien parfois ça m'arrive de rentrer dans la salle d'examen quand il y a examen	[5397, 27564, 6906, 6632, 16807, 7074, 29714, 7034, 8476, 35337, 32874, 9001, 38462]	heureusement épisodiquement celle-là me arrive de rentrer_à_la_maison dans le salle_d'examen quand il_y_a contrôle
cefc-cfpb-1000-5-1450	non non forcément non non euh le q forcément moi je me rappelle dans le temps	non non forcément non non euh le q forcément moi je me rappelle dans le temps	[5525, 5525, 8476, 6632, 37369, 7034, 8476, 22631]	non non le me se_souvenir dans le époque
cefc-cfpb-1000-5-1820	tu sais c'est frédéric	tu sais c'est frédéric	[6625, 16885, 7095, 36480, 37779]	toi savoir celui-là être quelqu'un
cefc-cfpb-1000-5-1484	le théâtre de la monnaie euh ce sont des choses qui sont vraiment reconnues euh en-dehors des frontières	le théâtre de la monnaie euh ce sont des choses qui sont vraiment reconnues euh en-dehors des frontières	[8476, 32412, 7074, 8476, 28833, 7095, 36480, 5374, 11318, 11351, 8456, 3200, 5475, 7074, 8483]	le théâtre de le rendre_la_monnaie celui-là être plusieurs truc que connaître - dehors de douane
cefc-cfpb-1000-5-1438	je veux dire que euh c'est le gros problème là hein	je veux dire que euh c'est le gros problème là hein	[5441, 9693, 11351, 7095, 36480, 8476, 25133, 5556, 5375]	vouloir dire que celui-là être le gros problème là
cefc-cfpb-1000-5-504	si tu poserais par exemple euh à un ancien	si tu poserais par exemple euh à un ancien	[28359, 6625, 25347, 7041, 2627, 32806]	si toi poser à un ancien
cefc-cfpb-1000-5-1640	celui-là celui-là celui-là que j'ai réussi je dis ben écoute toujours ça que tu as en moins pour l'année prochaine quoi	celui-là celui-là celui-là que j'ai réussi je dis ben écoute toujours ça que tu as en moins pour l'année prochaine quoi	[7095, 11351, 9839, 6632, 29635, 6632, 9693, 28659, 17322, 6906, 11351, 6625, 32761, 11709, 5512, 7194, 8476, 6903, 9829, 22620]	celui-là que passé me réussir me dire écouter chaque_fois celle-là que toi avoir au minimum pour le année prochain quoi
cefc-cfpb-1000-5-502	et d'être ici depuis un certain nombre d'années forcément je me sens bruxellois	et d'être ici depuis un certain nombre d'années forcément je me sens bruxellois	[11399, 7074, 36480, 5382, 7077, 5374, 7074, 6903, 6632, 25275, 2704]	et de être ici depuis plusieurs de année me sentir ville
cefc-cfpb-1000-5-836	et puis euh on leur montre vous êtes ici vous devez aller là euh » des gens qui viennent ici de atomium de atomium »	et puis euh on leur montre vous êtes ici vous devez aller là euh des gens qui viennent ici de atomium de atomium	[31672, 12274, 2549, 7304, 36480, 5382, 7304, 15523, 8142, 5375, 5374, 38444, 11351, 32669, 5382, 7074, 23769, 7074, 23769]	nous leur montre vous être ici vous devoir aller là plusieurs gens que venir ici de bruxelles de bruxelles
cefc-cfpb-1000-5-1191_2	et euh après ça euh tu mets ça sur ton assiette	et euh après ça euh tu mets ça sur ton assiette	[11399, 32749, 6906, 6625, 6989, 6906, 5451, 12281, 2532]	et après celle-là toi mettre celle-là sur ton assiette
cefc-cfpb-1000-5-1636	aux jeunes ils sont motivés quoi	aux jeunes ils sont motivés quoi	[7041, 38817, 7032, 36480, 37860, 22620]	à jeunes ils être assurer quoi
cefc-cfpb-1000-5-1185	et tu ajoutes tes tes poireaux que tu fais aussi	et tu ajoutes tes tes poireaux que tu fais aussi	[11399, 6625, 32769, 12283, 3378, 11351, 6625, 6190]	et toi ajouter à_toi poireau que toi faire
cefc-cfpb-1000-5-637	donc qui est un fameux fameux magasin aussi	donc qui est un fameux fameux magasin aussi	[11351, 36480, 2627, 22627, 9116]	que être un admirer magasin
