clips	text	text_process	pictos	tokens
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-86	et le maître de maison a trouvé que cet homme avait de la repartie	et le maître de maison a trouvé que cet homme avait de la repartie	[11399, 9839, 8476, 2457, 7074, 2317, 24742, 11351, 7091, 4665, 32761, 7074, 8476, 37163, 27093]	et passé le maître de maison trouver que cet homme avoir de le une_autre_fois pièce
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-115	on l'a appelé lèvre-coupée	on l'a appelé lèvre-coupée	[9839, 31672, 8476, 6552, 37600, 5975]	passé nous le crier cébette couper
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-58	on a vu des fruits secs	on a vu des fruits secs	[9839, 31672, 6564, 5374, 20105]	passé nous voir plusieurs fruit_sec
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-101	comme il avait été la première journée	comme il avait été la première journée	[12313, 9839, 6480, 36480, 8476, 4726, 7022]	comme passé il être le premier journée
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-103	il a fait des voyages à gauche à droite sans vraiment savoir où aller	il a fait des voyages à gauche à droite sans vraiment savoir où aller	[9839, 6480, 6190, 5374, 11393, 9203, 9202, 7813, 16885, 7764, 8142]	passé il faire plusieurs itinéraire gauche droite sans savoir où aller
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-41	mais essuie-toi les mains	mais essuie-toi les mains	[11377, 37777, 6625, 8477, 9830]	alors_que essuyer_le_visage toi les mains
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-89	mais tu es le premier mendiant qui s'y prête qu'on m'apporte la bassine et une vraie bassine est arrivée avec un homme	mais tu es le premier mendiant qui s'y prête qu'on m'apporte la bassine et une vraie bassine est arrivée avec un homme	[11377, 9839, 6625, 36480, 8476, 4726, 4723, 11351, 34814, 11351, 31672, 6632, 7280, 8476, 35353, 11399, 8474, 5584, 35353, 16807, 7064, 2627, 4665]	alors_que passé toi être le premier indigent que prêter que nous me apporter le bassine et une oui bassine arrive avec un homme
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-77	et on a apporté une autre carafe imaginaire	et on a apporté une autre carafe imaginaire	[11399, 9839, 31672, 7280, 8474, 17054, 37689, 38003]	et passé nous apporter une autre carafe imagination
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-84	est-ce qui te prend tu es fou	est-ce qui te prend tu es fou	[36480, 7095, 11351, 6625, 10148, 6625, 36480, 8618]	être celui-là que toi prendre toi être fou
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-133	et on l'appelait le barbier à la lèvre coupée	et on l'appelait le barbier à la lèvre coupée	[11399, 9839, 31672, 8476, 35757, 2850, 7041, 8476, 5975]	et passé nous le appeler_le salon_de_coiffure à le couper
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-127	il s'est rapproché du prisonnier une fois de plus il a battu à mort	il s'est rapproché du prisonnier une fois de plus il a battu à mort	[9839, 6480, 6879, 7074, 4725, 27385, 6480, 5925, 7041, 8172]	passé il approcher de prisonnier fois il battre à mort
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-96	les pourparlers ça duré vingt ans vingt ans de prospérité et un jour l'homme qui était assez âgé est mort	les pourparlers ça duré vingt ans vingt ans de prospérité et un jour l'homme qui était assez âgé est mort	[8477, 16004, 9839, 6906, 17050, 29550, 6903, 29550, 6903, 7074, 11399, 2627, 37371, 8476, 4665, 11351, 36480, 36217, 32250]	les contrer passé celle-là durer vingt année vingt année de et un jour le homme que être âgé décéder
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-106	il a été fait prisonnier	il a été fait prisonnier	[6480, 6190, 4725]	il faire prisonnier
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-46	mais regarde-moi il est écrit dans le grand livre de la vie que je ne mourrai que lorsque mes bois	mais regarde-moi il est écrit dans le grand livre de la vie que je ne mourrai que lorsque mes bois	[11377, 6564, 6632, 6480, 2380, 7034, 8476, 4658, 2450, 7074, 8476, 8717, 11351, 9829, 6632, 32250, 11351, 24053, 12266, 2886]	alors_que voir me il écrire dans le grand livre de le vie que prochain me décéder que quand mes noir
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-170	en deuxième image il a vu des guerres	en deuxième image il a vu des guerres	[11709, 34477, 7107, 9839, 6480, 6564, 5374, 12256]	au deuxième photo passé il voir plusieurs guerre
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-7	et il tranche comme une épée toujours de façon juste	et il tranche comme une épée toujours de façon juste	[11399, 6480, 10185, 12313, 8474, 7093, 17322, 7074, 21381]	et il coupant comme une baïonette chaque_fois de juste
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-171	il a commencé à se courber vers le sol comme le roseau avec le vent	il a commencé à se courber vers le sol comme le roseau avec le vent	[9839, 6480, 5431, 7041, 7125, 8476, 2575, 12313, 8476, 35467, 7064, 8476, 7259]	passé il commencer à vers le sol comme le roseau avec le vent
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-153	à moitié endormi il a regardé l'inconnu	à moitié endormi il a regardé l'inconnu	[7041, 5516, 2369, 6480, 6564, 8476, 9853]	à moitié dormir il voir le méconnu
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-118	puis elle lui en a tendu une seconde	puis elle lui en a tendu une seconde	[9839, 7028, 6481, 11709, 27408, 8474, 28320]	passé elle lui au caresser une 2e
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-181	chaque année poussent deux fleurs une blanche	chaque année poussent deux fleurs une blanche	[5596, 6903, 6485, 2628, 7105, 8474, 2662]	tout année pousser deux fleurs une blanc
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-51	mais tu as le temps	mais tu as le temps	[11377, 6625, 17058]	alors_que toi avoir_le_temps
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-66	ohé ohé ohé			
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-67	que se passera-t-il ensuite	que se passera-t-il ensuite	[11351, 31999, 3042, 6480, 32749]	que passer t il après
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-11	un jour un heureux événement arrive adania et moquetard	un jour un heureux événement arrive adania et moquetard	[2627, 37371, 2627, 3245, 21401, 16807, 36935, 11399, 37779]	un jour un heureux aventure arrive haut_du_corps et quelqu'un
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-41	alors il a commencé à galoper pendant des jours et des lunes d'est en ouest du nord au sud	alors il a commencé à galoper pendant des jours et des lunes d'est en ouest du nord au sud	[9839, 6480, 5431, 7041, 34832, 7081, 5374, 7022, 11399, 5374, 2933, 7074, 8114, 11709, 8179, 7074, 8178, 11709, 8228]	passé il commencer à galoper pendant plusieurs journée et plusieurs lune de est au ouest de nord au sud
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-168	en première vue il a vu une famine des gens au ventre gonflé d'autres qui mouraient de faim des jeunes des vieux tout de suite	en première vue il a vu une famine des gens au ventre gonflé d'autres qui mouraient de faim des jeunes des vieux tout de suite	[4726, 7194, 9839, 6480, 6564, 8474, 7074, 38444, 11709, 2786, 37699, 7074, 17056, 11351, 32250, 7074, 35559, 7074, 38817, 7074, 25796, 32747]	premier pour passé il voir une de gens au ventre gonfler de autres que décéder de faim de jeunes de vieux maintenant
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-164	alors à ce moment-là adaniep est descendu de cheval	alors à ce moment-là adaniep est descendu de cheval	[7041, 22633, 7095, 9839, 37779, 33014]	à instant celui-là passé quelqu'un descendre_de_cheval
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-147	et il a vu un vieux qui était contre un mur	et il a vu un vieux qui était contre un mur	[11399, 9839, 6480, 6564, 2627, 25796, 11351, 37182, 2627, 2860]	et passé il voir un vieux que je_ne_suis_pas_d'accord un mur
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-117	défileront devant tes yeux comme des visions	défileront devant tes yeux comme des visions	[32904, 5438, 12283, 2876, 12313, 5374, 36041, 3417]	flotter devant à_toi yeux comme plusieurs apercevoir !
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-32	et si je sors de cette pièce ce serait uniquement pour aller chercher mère éternité	et si je sors de cette pièce ce serait uniquement pour aller chercher mère éternité	[11399, 28359, 9829, 6632, 5568, 7074, 8476, 27093, 7095, 36480, 7194, 9072, 31148, 37779]	et si prochain me sortir de le pièce celui-là être pour aller_chercher mère quelqu'un
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-175	en fait il était en train de contempler toute l'horreur de l'humanité en troisième vision	en fait il était en train de contempler toute l'horreur de l'humanité en troisième vision	[9839, 6480, 36480, 25736, 6564, 5596, 8476, 10261, 7074, 8476, 11709, 34447, 36041]	passé il être immédiatement voir tout le horreur de le au troisième apercevoir
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-128	il a essayé de caresser le volatile à peine sa main effleurait-elle le plumage du corbeau que celui-ci est tombé en poussière	il a essayé de caresser le volatile à peine sa main effleurait-elle le plumage du corbeau que celui-ci est tombé en poussière	[9839, 6480, 26144, 7074, 27408, 8476, 2942, 5546, 12272, 2928, 10188, 7028, 8476, 7208, 7074, 4619, 11351, 7091, 2675, 11709, 24312]	passé il essayer de caresser le léopard peu son main parcourir elle le plume de corbeau que cet tomber au poussière
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-71	non je ne veux pas	non je ne veux pas	[5526]	non
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-179	le vieux s'est penché	le vieux s'est penché	[9839, 8476, 25796, 9004]	passé le vieux se_pencher
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-80	je suis mère éternité si tu veux	je suis mère éternité si tu veux	[6632, 36480, 31148, 36935, 28359, 6625, 5441]	me être mère haut_du_corps si toi vouloir
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-145	il a cherché quelqu'un pour le renseigner	il a cherché quelqu'un pour le renseigner	[9839, 6480, 37240, 7194, 8476, 9899]	passé il chercher_quelqu'un pour le information
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-115	si quand tu arrives chez toi tu ne reconnais rien hume-la	si quand tu arrives chez toi tu ne reconnais rien hume-la	[28359, 32874, 6625, 16807, 6625, 8456, 29839, 6602, 8476]	si quand toi arrive toi connaître rien inspirer le
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-45	homme tu cherches ce que tu ne peux pas posséder	homme tu cherches ce que tu ne peux pas posséder	[4665, 6625, 6947, 7095, 11351, 6625, 35949, 32761, 5526]	homme toi chercher celui-là que toi pouvoir avoir non
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-169	il y a des rides qui ont commencé à apparaître sur son visage comme des petites vagues des taches de vieillesse sur ses mains	il y a des rides qui ont commencé à apparaître sur son visage comme des petites vagues des taches de vieillesse sur ses mains	[9001, 5374, 9839, 11351, 5431, 7041, 24741, 5451, 12272, 2684, 12313, 5374, 4716, 4706, 7074, 7151, 7074, 21008, 5451, 12276, 9830]	il_y_a plusieurs passé que commencer à repérer sur son visage comme plusieurs petit vague de tâche de senior sur ses mains
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-125	il a franchi des montagnes des plaines des déserts des lacs des montagnes des plaines des déserts des lacs des montagnes des plaines des déserts des lacs	il a franchi des montagnes des plaines des déserts des lacs des montagnes des plaines des déserts des lacs des montagnes des plaines des déserts des lacs	[9839, 6480, 2804, 5374, 2909, 7074, 20395, 7074, 2734, 7074, 6022, 7074, 2909, 7074, 20395, 7074, 2734, 7074, 6022, 7074, 2909, 7074, 20395, 7074, 2734, 7074, 6022]	passé il franchir plusieurs montagne de plaine de désert de lac de montagne de plaine de désert de lac de montagne de plaine de désert de lac
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-59	il a mis toute la nuit pour escalader celle-ci quand il est arrivé le lendemain matin avec l'aurore	il a mis toute la nuit pour escalader celle-ci quand il est arrivé le lendemain matin avec l'aurore	[9839, 6480, 6989, 5596, 8476, 26997, 7194, 37248, 7095, 32874, 6480, 16807, 8476, 38278, 25704, 7064, 8476, 11477]	passé il mettre tout le nuit pour escalader celui-là quand il arrive le lendemain matin avec le aurore
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-24	pourtant chaque jour sa mère vient frapper à sa porte	pourtant chaque jour sa mère vient frapper à sa porte	[11377, 5596, 37371, 12272, 31148, 32669, 4714, 7041, 12272, 3244]	alors_que tout jour son mère venir frapper à son porte
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-12	ont un enfant un fils adaniep le petit hérite des qualités de ses parents	ont un enfant un fils adaniep le petit hérite des qualités de ses parents	[32761, 2627, 7176, 2627, 9887, 8476, 4716, 16715, 7074, 32584, 7074, 12276, 35062, 3417]	avoir un garçon un fils le petit hériter de caractéristique de ses parents !
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-25	le temps passe un jour comme tant d'autres mon fils	le temps passe un jour comme tant d'autres mon fils	[33054, 2627, 37371, 12313, 7168, 7074, 17056, 12264, 9887]	le_temps_file un jour comme nombreux de autres mon fils
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-56	il est arrivé en bas d'une montagne	il est arrivé en bas d'une montagne	[9839, 6480, 16807, 5355, 7074, 8474, 5520]	passé il arrive en_bas de une montagne
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-10	elle est merveilleuse belle comme l'aurore	elle est merveilleuse belle comme l'aurore	[7028, 36480, 38564, 11194, 12313, 8476, 11477]	elle être super beau comme le aurore
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-140	enfin jour il est arrivé en un territoire qu'il pensait être celui de moquetard	enfin jour il est arrivé en un territoire qu'il pensait être celui de moquetard	[37371, 9839, 6480, 16807, 11709, 2627, 35431, 11351, 6480, 38796, 36480, 7095, 7074, 36935]	jour passé il arrive au un comme que il penser être celui-là de haut_du_corps
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-4	il est respecté par tous pour son sens de la justice sur ses terres lorsqu'il y a un problème	il est respecté par tous pour son sens de la justice sur ses terres lorsqu'il y a un problème	[6480, 36720, 7212, 5596, 7194, 12272, 30196, 7074, 8476, 8612, 5451, 12276, 3160, 24053, 9001, 2627, 5556]	il respecter par tout pour son sens de le juriste sur ses terre quand il_y_a un problème
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-35	elle lui a dit d'accord	elle lui a dit d'accord	[9839, 7028, 6481, 9693, 31410]	passé elle lui dire d'accord
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-19	dans la salle principale du château	dans la salle principale du château	[7034, 8476, 38918, 34782, 7074, 5950]	dans le salle directeurs_d'école de château
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-1	par-delà les mers il y a un château à l'intérieur de celui-ci	par-delà les mers il y a un château à l'intérieur de celui-ci	[7212, 8477, 2925, 9001, 2627, 5950, 5439, 7074, 7091]	par les mer il_y_a un château dedans de cet
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-182	et une rouge si un jour par malheur	et une rouge si un jour par malheur	[11399, 8474, 2808, 28359, 2627, 37371, 7212, 35551]	et une rouge si un jour par chagriner
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-119	une rouge elle lui a dit	une rouge elle lui a dit	[8474, 2808, 9839, 7028, 6481, 9693]	une rouge passé elle lui dire
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-121	celle-ci c'est la fleur de l'oubli si ce que tu vois est trop difficile à supporter	celle-ci c'est la fleur de l'oubli si ce que tu vois est trop difficile à supporter	[7095, 36480, 8476, 7104, 7074, 8476, 26258, 28359, 7095, 11351, 11617, 36480, 25708, 32436, 7041, 37824]	celui-là être le fleur de le oublier si celui-là que tu_vois être trop dur à déranger
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-78	quand il a été à un mètre la belle étrangère lui a dit cela fait longtemps	quand il a été à un mètre la belle étrangère lui a dit cela fait longtemps	[32874, 9839, 6480, 36480, 7041, 2627, 2914, 8476, 11194, 9853, 6481, 9693, 6906, 6190, 37678]	quand passé il être à un mètre le beau méconnu lui dire celle-là faire longtemps
